Tool Name,Story,Works with,No. of Actions,Author
Artifactory,Search for vulnerable or malicious dependencies across services,"['Artifactory', 'GitLab', 'Microsoft Azure', 'Orca Security', 'Rapid7', 'Sonatype']",113,Emily Nguyen
Automox,Fetch and record CrowdStrike Spotlight vulnerabilities with Jira,"['Automox', 'CrowdStrike', 'Jira Software']",26,
BMC Helix IT Service Management,Log Axonius users without an Okta connection with BMC Remedy,"['Axonius', 'BMC Helix IT Service Management', 'Okta']",5,
Bolster AI,Check URL in CheckPhish,"['Bolster AI', 'CheckPhish.ai']",7,
Bowtie,Sync on-call engineers from PagerDuty to Bowtie access groups,"['Bowtie', 'PagerDuty']",16,Michael Tolan
BuildKite,Delete Buildkite job logs,"['BuildKite', 'Elastic', 'Entro']",19,Christopher Cutajar at Elastic
CheckPhish.ai,Check URL in CheckPhish,"['Bolster AI', 'CheckPhish.ai']",7,
Claroty xDome,Process OT detection alerts in Claroty and document in Jira,"['Claroty xDome', 'Jira Software']",11,
Cloudflare,Develop and test Cloudflare WAF rules with immediate analysis,['Cloudflare'],16,Conor Dunne
Coda,Search for docs in Coda using Slack,"['Coda', 'Slack']",9,Conor Dunne
Cylance,Process & enrich Cylance detections,"['Cylance', 'Slack', 'VirusTotal', 'Zendesk']",29,
Docebo,Register for live classes in Docebo,['Docebo'],14,
DocSpring,Complete PDF forms in DocSpring using Tines pages,['DocSpring'],23,Conor Dunne
DocuSign,Provide compliance information after signing an MNDA in Docusign eSignature,"['DocuSign', 'Slack']",14,
Dremio,Run a SQL Query in Dremio,['Dremio'],7,
Endace,Download PCAP from Endace Probe triggered by intrusion detection,"['Elastic', 'Endace']",26,Roberto Cordeiro at Endace
Entro,Delete Buildkite job logs,"['BuildKite', 'Elastic', 'Entro']",19,Christopher Cutajar at Elastic
ExtensionTotal,Analyze VSCode extensions seen by Fleet with ExtensionTotal,"['ExtensionTotal', 'Fleet']",7,
Extrahop,"Ingest, enrich, and remediate ExtraHop alerts and block suspicious URLs with Zscaler","['AbuseIPDB', 'Extrahop', 'Microsoft Teams', 'URLScan.io', 'VirusTotal', 'Zscaler']",15,
Facebook Messenger,Send automated responses in Messenger,"['Facebook Messenger', 'Meta']",8,Michael Tolan
FireBase,Record IoCs in Google FireBase,"['FireBase', 'Google']",13,Conor Dunne
Grafana,Ingest Tines audit logs into Grafana Loki,"['Grafana', 'Tines']",8,Aron Day
Grip Security,Trigger offboarding in Grip Security,['Grip Security'],8,
HCL AppScan,Retrieve IBM HCL Appscan results and document in Tines Case Management,['HCL AppScan'],9,
Hunter.io,Lookup IOCs in different tools via Slackbot,"['AbuseIPDB', 'Anomali ThreatStream', 'CrowdStrike', 'Hunter.io', 'Hybrid Analysis', 'MetaDefender', 'Pulsedive', 'Slack', 'URLScan.io', 'VirusTotal']",66,Emily Nguyen
Infoblox,Add external IOCs to custom list in Infoblox ThreatDefense,['Infoblox'],21,Sif Baksh
Invary,Monitor Invary appraisals and isolate threats with Elastic Fleet,"['Elastic', 'Invary']",11,
IRIS,"Process CrowdStrike detections, check hashes in VirusTotal, and create tickets in IRIS","['CrowdStrike', 'IRIS', 'VirusTotal']",16,Michael Tolan
IriusRisk,Sync IriusRisk projects with GitHub Terraform repositories,"['GitHub', 'IriusRisk', 'Slack']",21,Conor Dunne
Island,Manage access to web pages with Island browser,"['Island', 'VirusTotal']",21,Conor Dunne
Jira Service Management,Send assets to Asset Register in Jira Service Management,['Jira Service Management'],47,Sid Pillarisetty at Personio
Kolide,Handle Kolide exemption requests via Slack,"['Kolide', 'Slack']",22,Scott Bean
Lansweeper,Lookup devices in Lansweeper using a Slack command,"['Lansweeper', 'Slack']",10,Conor Dunne
LinkedIn,Fetch recent cybersecurity news and post to LinkedIn,"['LinkedIn', 'OpenAI']",6,
Malwarebytes,Add Malwarebytes policy evidence to Drata controls,"['Drata', 'Malwarebytes']",6,
Manage Engine,Update vulnerable hosts using ManageEngine Endpoint Central and Fleet,"['Fleet', 'Manage Engine']",14,Conor Dunne
Mattermost,Respond to Okta alerts with Mattermost & Jira,"['Jira Software', 'Mattermost', 'Okta']",20,
MetaDefender,Lookup IOCs in different tools via Slackbot,"['AbuseIPDB', 'Anomali ThreatStream', 'CrowdStrike', 'Hunter.io', 'Hybrid Analysis', 'MetaDefender', 'Pulsedive', 'Slack', 'URLScan.io', 'VirusTotal']",66,Emily Nguyen
MongoDB Atlas,Record CVE findings from Wiz in MongoDB,"['MongoDB Atlas', 'Wiz']",10,
NetBox,Search NetBox for device info using Slack,"['NetBox', 'Slack']",26,Michael Tolan
Netsuite,Create a Netsuite sales order for a won Salesforce opportunity,"['Netsuite', 'Salesforce']",16,Peter Coleman
New Relic,"Receive New Relic alerts, create Tines cases, and restart AWS instances","['AWS', 'New Relic']",12,
Nightfall AI,Monitor Intercom for sensitive content with Nightfall and record in Tines,"['Intercom', 'Nightfall AI', 'Tines']",7,Conor Dunne
NPM,Get NPM package files from GitHub and check for vulnerabilities,"['GitHub', 'NPM', 'Shortcut']",42,Conor Dunne
NVIDIA,Create VirusTotal domain reputation summaries using NVIDIA AI,"['NVIDIA', 'Slack', 'VirusTotal']",18,Conor Dunne
OneLogin,Crowdsource suspicious logins and suspend accounts,"['GreyNoise', 'Jira Software', 'OneLogin', 'PagerDuty', 'Slack']",16,
Opencage,Create a Panic Button for users,"['Opencage', 'Slack']",8,Francesco Pergola
OpenCTI,Enrich OpenCTI malware analysis with VirusTotal observables,"['OpenCTI', 'VirusTotal']",21,Conor Dunne
Openrouter,Compare prompts across LLMs in Openrouter using Tines Pages,['Openrouter'],16,Michael Tolan
PDFCo,Extract IOC's from a PDF with PDF.co and IOCParser,"['IOC Parser', 'PDFCo']",19,Michael Tolan
Pushover,Monitor web services for availability via Pushover,['Pushover'],6,
Quickbase,Track Intercom conversations in Quickbase,"['Intercom', 'Quickbase']",7,
Rapid7,Search for vulnerable or malicious dependencies across services,"['Artifactory', 'GitLab', 'Microsoft Azure', 'Orca Security', 'Rapid7', 'Sonatype']",113,Emily Nguyen
Semgrep,Create issues in GitHub and Jira from findings in Semgrep,"['GitHub', 'Jira Software', 'Semgrep']",20,Conor Dunne
SerpApi,Track Google search trends using SerpApi and save to OneDrive,"['Google', 'Microsoft', 'Microsoft OneDrive', 'SerpApi']",10,Michael Tolan
Shortcut,Get NPM package files from GitHub and check for vulnerabilities,"['GitHub', 'NPM', 'Shortcut']",42,Conor Dunne
Silent Push,Monitor and analyze domain's digital footprint with Silent Push,['Silent Push'],10,Jonathan Peyster at Silent Push
Smartsheet,Record and update affected Windows CrowdStrike host status using Smartsheet,"['CrowdStrike', 'Smartsheet']",18,Taylor Rainwater at Fortune Brands
Sonatype,Search for vulnerable or malicious dependencies across services,"['Artifactory', 'GitLab', 'Microsoft Azure', 'Orca Security', 'Rapid7', 'Sonatype']",113,Emily Nguyen
Sophos,Reduce manually blocked items from Sophos Central in favor of auto-blocking,"['Jira Software', 'Sophos']",38,Nate Adams at Sophos
Spur,Scan Okta logins with Spur for proxies and VPNs and raise a case in Tines,"['Okta', 'Spur', 'Tines']",20,Michael Tolan
SSLMate,Monitor TLS certificates for a domain with SSLMate,"['Slack', 'SSLMate']",25,Conor Dunne
Stability AI,Generate images from text using Stability AI,['Stability AI'],4,
Stairwell,Enrich SentinelOne alerts with Stairwell Inception,"['SentinelOne', 'Stairwell']",19,
Statuspage,Raise incidents in Atlassian Statuspage,"['Slack', 'Statuspage']",16,
Supabase,Capture Tines events in Supabase,['Supabase'],17,Conor Dunne
Tanium,Monitor and patch Tanium machines via Tines,"['Tanium', 'Tines']",31,
Telegram,Get reservation information and statistics for a local gym,"['Airtable', 'QuickChart', 'Telegram']",13,Marti B
TurboDocx,Convert a Tines case to a Microsoft Word document with TurboDocX,"['Microsoft', 'TurboDocx']",13,Aaron Sandow
Velociraptor,Manage Velociraptor artifact collection via Slack,"['LimaCharlie', 'Slack', 'Velociraptor']",9,Conor Dunne
VeSync,Turn on Christmas lights with VeSync and celebrate with Spotify,"['Spotify', 'VeSync']",11,
VMRay,Analyze files with VMRay,"['Microsoft', 'Microsoft Teams', 'Slack', 'VMRay']",31,
Vorlon,Manage alerts from Vorlon with Tines cases and records,"['VirusTotal', 'Vorlon']",38,Anil at Vorlon
Wazuh,Retrieve logs from the Wazuh Indexer,"['Elastic', 'Wazuh']",8,Conor Dunne
Webex,"Extract, analyze, & enrich IPs from a WebEx chatbot","['Cisco', 'Webex']",7,
Webhood,Scan suspicious links in emails with Webhood,['Webhood'],10,Markus Lehtonen at Webhood
Workday,Check Workday for unauthorized travel and alert in Slack,"['Elastic', 'Jumpcloud', 'OpsGenie', 'Slack', 'Workday']",34,Muhammet Tekbicak
Workplace,Create posts in Workplace from Meta,"['Jira Software', 'Meta', 'Workplace']",3,Michael Tolan
Yubico,Validate a one-time Yubikey password,['Yubico'],19,Nate Adams at Sophos
